Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Blue Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Green Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
30010643,Cycling,Road - Closed Road Cycling Circuit,30029365,,,No,,,,,Macadam,Yes,,,,,,,,6,1000,,16,50,6,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,Yes,No,No,No,No,No,,2022,No,No,,Yes,No,,Detailed Timings,All Year,,,,3/1/2024 10:19:13 AM,Yes,403189,241577,52.07257,-1.954875,371,3/14/2023 11:00:32 AM,403189,241577
1011281,Cycling,BMX - Pump Track,30029366,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,3/4/2024 6:03:51 PM,Yes,381121,390039,53.40685,-2.285442,372,3/14/2023 11:20:18 AM,381121,390039
6011153,Cycling,BMX - Pump Track,30029397,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/20/2024 3:21:58 PM,Yes,371632,403892,53.53093,-2.429417,373,3/21/2023 12:40:20 PM,371632,403892
30010662,Cycling,BMX - Pump Track,30029404,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/20/2024 11:23:50 AM,Yes,446702,111354,50.89977,-1.337248,374,3/22/2023 11:53:12 AM,446702,111354
30010747,Cycling,BMX - Pump Track,30029812,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/13/2024 3:16:24 PM,Yes,361848,168696,51.41599,-2.550007,375,4/26/2023 12:03:08 PM,361848,168696
1207810,Cycling,BMX - Pump Track,30029856,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,3/7/2024 8:47:12 AM,Yes,340561,553498,54.87271,-2.927769,376,5/3/2023 4:26:46 PM,340561,553498
30007968,Cycling,BMX - Pump Track,30030334,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,YMCA,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/31/2024 8:57:45 AM,Yes,480602,352417,53.06295,-0.7986666,377,6/29/2023 10:42:00 AM,480602,352417
1042387,Cycling,BMX - Pump Track,30030365,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/6/2023 10:48:18 AM,Yes,454956,361811,53.15063,-1.179717,378,7/5/2023 2:57:58 PM,454956,361811
1042838,Cycling,BMX - Pump Track,30030776,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,2009,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/6/2024 4:43:16 PM,Yes,383428,276976,52.39057,-2.244928,379,9/5/2023 11:06:55 AM,383428,276976
1208685,Cycling,BMX - Pump Track,30030780,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,2012,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/1/2024 9:57:43 AM,Yes,381814,277397,52.3943,-2.268661,380,9/5/2023 11:31:40 AM,381814,277397
30011177,Cycling,BMX - Pump Track,30032149,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/15/2024 11:49:57 AM,Yes,446529,167415,51.40386,-1.332462,381,1/15/2024 11:49:57 AM,446529,167415
1041405,Cycling,BMX - Pump Track,30032257,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/5/2024 5:04:05 PM,Yes,383973,422293,53.69685,-2.244206,382,1/31/2024 11:16:38 AM,383973,422293
6005211,Cycling,BMX - Pump Track,30032294,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/5/2024 6:25:33 PM,Yes,379897,419253,53.66938,-2.305744,383,2/5/2024 6:23:54 PM,379897,419253
1206529,Cycling,BMX - Pump Track,30032299,No,,,No,,,,Concrete,No,,,,,,,,2,25,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Parking: 2 Bays,2021,No,No,,No,No,,Detailed Timings,All Year,,,,2/6/2024 2:16:07 PM,Yes,145871,31396,50.12809,-5.55711,384,2/6/2024 2:13:10 PM,145871,31396
